user_id,business_id,stars
niKu4se6xtf-ctlm0udr1w,mnwRtuVQEsIUomBchu0gwg,3.2222223
1sGYXSkJHPhJ6wQtc-RbZw,dg5cg298SXZVMo4ZEwSUtg,3.7333333
22dqLO1If5t3j06a2gd7lA,9a3DrZvpYxVs3k_qwlCNSw,3.6
owlUazXSDLaxlOV7z8181g,kbaXNZLUyVuWbeQxH-NNKw,4.1764708
TprC8sujz8MkwuomrqUSiw,P7pxQFqr7yBKMMI2J51udw,3.8333333
ACMYTmlycF2-HgSZ8lyC0A,S599hCA4kJJO3_b6SRFKoA,5.0
bhJ6ivAuSpgXP4JiKWjSZQ,W2CzAePJakvARgoQuohbOA,3.4166667
TdYKJgSgY2GF_YJnwsi5yQ,So132GP_uy3XbGs0KNyzyw,3.4736843
y3FcL4bLy0eLlkb0SDPnBQ,UYh1N1xQhOh-a7nX92xPzQ,3.8823528
TUOj8sUc4eyEe35ZUZN4ZQ,w12x7UBSSRsdbp3ZqguG3Q,3.0
3nDUQBjKyVor5wV0reJChg,gJd1jOcl5FdqY020Q19n6Q,3.9705882
5Wg5OanfZ4-2dCxEo-qjsw,UYh1N1xQhOh-a7nX92xPzQ,2.6666667
-C-l8EHSLXtZZVfUAUhsPA,p8HvhJZ-_EHhmUVmZN15gg,3.6666667
v3YOx9T4jRSw8XP9Rd9H4g,qqs7LP4TXAoOrSlaKRfz3A,4.111111
6jz_Yr6_AP2WWLbj9gGDpA,Jsfag1tWh3I408hDTcA7EQ,4.1666665
PFENoZUD77aioJGrnllIKA,XXW_OFaYQkkGOGniujZFHg,4.4
v6SrDjzqb3oS6CbHB0xjPw,2skQeu3C36VCiB653MIfrw,2.8333333
cMEtAiW60I5wE_vLfTxoJQ,SkO0Kd4_bO4VWTzCa_k8_g,4.1617646
9PODl32fViCXhN4NxBdGPQ,hIUKufhwR6Ifn7bi0-phLA,4.3333335
iAevEfcmtCr2cpd6IRqnTA,5LNZ67Yw9RD6nf4_UhXOjw,4.0
kmE8w5Y785eZmodsx0V6Ag,JmI9nslLD7KZqRr__Bg6NQ,4.0588236
V6Cjj3SVmMqCrr6uJqvlPw,n7V4cD-KqqE3OXk0irJTyA,3.1666667
loG8W6cOsNFollQeGYO-Ew,TtbCOwOpNNzE7fW5CFwyng,4.2
ELcQDlf69kb-ihJfxZyL0A,_n3w5BK4-k7iXCWifCjUZg,3.1609194
m1X96vPIYRja96l0O0G-3Q,uKKNw68mZZaa1jcyszEbyA,3.6666667
SCo1UBoeN3bhRMkSYuiX1A,xR1gLCH5resvtq1eV1nebg,3.6363637
9pNcdrQLWWrX0vEGGJlEbg,vUnmi0uI8p35RxYAEH4Nlw,3.6666667
5RhE6tDc2xH6ySYGiSjiGQ,QCCVxVRt1amqv0AaEWSKkg,3.5
B1829_hxXSEpDPEDJtYeIw,C6C_dc78Zhzei9wrZs-tdQ,3.8421052
CUMaqXDakJeMTkUjpI8FxA,KQfNXddjM-sinrmWrFiSyQ,4.75
BQkC6RneYfvfG6wRe0hsvQ,LNGBEEelQx4zbfWnlc66cw,3.2857144
UvY0E6Wuhv_0Bita52RPOw,XE6kf2bviFBdGmVI_SJpmA,3.1666667
0nOIH8qIMnmZdLCTemnRsw,A-uZAD4zP3rRxb44WUGV5w,3.4285715
d_TBs6J3twMy9GChqUEXkg,poYsvuOmVDqF4dTnjJ780A,3.6060605
7L8utEpYiVj3pNNjZkQaLQ,Gt4z3AylNTsEPDkzkaC7HA,4.2
82kxXl_1K8M3cU66dhB8lw,GMrwDXRlAZU2zj5nH6l4vQ,4.25
yEmeRQb4WH6NN0IAaTX_lw,lOQPeguczAueJnLmDUTfGg,5.0
2EuPAGalYnP7eSxPgFCNDg,E_7RIDFNQfxREnI_E5h0uA,4.0
wXZS42D0L8hoCiSh2Krc_A,iqntlaqSCB4hkzTzlPlEmQ,3.6111112
82GOQIPlSzLvRphl9MzRhw,JPWg9acsCv_om9UFYGMJbA,5.0
klN7Yw_aVUBscqhlkpKkRA,qVO3l9Q0-KVQE7W9JL9ePw,4.2
Ksp1e9Dw0Jcog_ZBD3-45g,sKA6EOpxvBtCg7Ipuhl1RQ,3.5294118
C2C0GPKvzWWnP57Os9eQ0w,7wHLFohwCw8l6WS-feLjeg,3.6956522
3uPAF2-YwiTUN5NvVH6pIQ,VrIskBdLuRxS0HsSimJOhA,3.2
L8P5OWO1Jh4B2HLa1Fnbng,DZwR0EIPKlmC3mMLhTkqcQ,3.296875
f1-ADSATZKZRdKznOcIpOQ,RADloW1UROUn4FJFU4JJNg,3.2
LBnjYRrpTKgtGkW0ea7Ecg,Cly7wJhbXIDID_quND01_w,4.0
qewG3X2O4X6JKskxyyqFwQ,_nL5u09k7J7XAww1_UJ-tw,4.130435
whINg-cC-FiAv_ATDGMDTg,t-o_Sraneime4DDhWrQRBA,2.9
co64BGDz5U4i-VOwhJgn5Q,o7AiTlyWUrBSzdz6oMHj5w,3.1666667
x-8ZMKKNycT3782Kqf9loA,eaNenRk_liZBERFFLCXqqQ,3.75
0mvmUHuGQL2kRRkX14CkTw,Ns20WGWn6s6niKAGIQB4UQ,4.0
ZUnmsVs1Vdp9_UtG41u7mw,HGhXbgeMEcg1cIZwxyNDeg,4.0
N044aCKJv3G5WuvwT5AJcA,jgtWfJCJZty_Nctqpdtp3g,3.4666667
18qEoFOVEernpVLh97PQPQ,G8k2E3oYHHl2o4lNJQwR-g,4.285714
-rr8yexI0JRT_pqyNgu6jg,1d6c6Q2j2jwVzBfX_dLHlg,3.0
JmhVFueYvJe0CsUddwuajw,Noi53T0PWNEN9mQRS3-Ncg,3.5
A0j21z2Q1HGic7jW6e9h7A,-rhH9sL3XGFpoJXcxUpEWA,4.1666665
bu3qhZXlxkWir0EzC2txBQ,IMLrj2klosTFvPRLv56cng,3.6666667
H3wPBzQCKCKiHcV7GZK4kg,3T0Erqk1MKtN58764yZMfw,4.6
ahwwAXJ_qwGmuRjTOHHMWg,u73j2VQ3TGWdMO-AG7MABw,3.7
tH0uKD-vNwMoEc3Xk3Cbdg,1yWINuTOUBQj8ELqRNDOWA,3.9545455
8OeTLey-p-WaL9ErNEci1Q,5LNZ67Yw9RD6nf4_UhXOjw,3.3636363
HEvyblFw4I-UsMqgPGYY_Q,hPclwunHi36YV8cPghWJBg,3.4615386
gScmsSCqBeFPp6q9yG5nmw,2GmGT-7QjowR1ihup3FbVA,4.0
lyfYBqtDGJJ1c98pfLUcLQ,jlYeXBYzQKhomXZmT0aA1g,3.5
tEy1MNP7tHJlZgP7xqF4yA,5xdKUuu4DbJ71KGbwRXfFg,3.0
ERcsc0YO5CCUbkC8EV2INg,3BCsAgo_1i4xMuTyLKMLRQ,3.8
L8P5OWO1Jh4B2HLa1Fnbng,j8pUAS0qdEcPsjkqEDNbhw,3.296875
aq7PsU-EerT2gSPsBc_FCw,MQI1rSTE2LGrrsPPgenCrA,4.5416665
nXMMoDzXRByQiWH9cf-FAQ,wghDrzcZ0VloAtaIZ7GEBg,3.75
yT_QCcnq-QGipWWuzIpvtw,4m_hApwQ054v3ue_OxFmGw,3.6
4AjocDGdZNPyhBLQpxpa_Q,Yp1swb-8pO8i-6-jaK2tsA,4.8
vnWKs2dgqDuR_yNI5qJG5g,iJi7yebXoPVXRyGqqL-v8g,3.8
uERlyO-ASZag6XXouCrkhg,5shgJB7a-2_gdnzc0gsOtg,4.4166665
s1ycNwrpYQb2AYHJhhLNBA,E62l6LwZJ7lKaExcUbrtYw,3.857143
TS4RfxKny-c8QYcnMpfkiQ,966W5oXOBW0ZWhNYy0yjcA,3.1
sGIGOFKg_yTd76cDPs6pjA,NjDC1Evc2Wa6ykj8xVpoUw,4.6
wai1J7wtI5Wp0DUwy3QG2w,Vbal-AZnu2w6NttIKfdjDg,3.2
wnO99pBbGqwqOoTQM25iCw,eEnNw3_hBvxcFHyr23kAuA,3.142857
WfZFj0OH9tuOdxEfSaM1vA,XQJr9_jZR1vOoZVcZfDDwQ,5.0
qLq9eedYCLaXjcy2XfZQcQ,BYDs_o6U4CLxJec8k1Q90Q,4.0
OJA-15Qvh9OqSRqwrdGNeQ,n7V4cD-KqqE3OXk0irJTyA,4.25
kjeX2RXvW7RhBbD2QLd5jA,vz8HFGsITt6aj-nyXkAEFg,3.7058823
xLoEhU6zvFzcc0erH7gfyg,r8Jr-7YfkhJL2nxk9lxUNg,3.2
cg_GpiWsO0xKbk1864eKaA,Ec9CBmL3285XkeHaNp-bSQ,4.3333335
ju5QIg3E6QbcZhtG-gF6Qw,IVnGPHdTyu_GbLo9mXj98w,4.0
JbF91KC0BU2zkuxufDTsDw,OtGSQQzV7uF8XPAsNIh7Bw,3.4
-267Yx8RmdP6io2-qI4UcQ,UPIYuRaZvknINOd1w8kqRQ,4.285714
9PODl32fViCXhN4NxBdGPQ,DYAorbxOyubUB_wtQRCdug,4.3333335
2e5V6M4GNufEnbGJpVdCjw,wxL9wgxLeuMMfI6SAXIzJw,3.875
N6ZTMIue-2b30CJv2tyPGg,u6xb2aUAvX6i1WhsQWqgWg,3.0
DeVGAiOf2mHVUDfxvuhVlQ,u-67zd1ImTv3EEr5kIdWrA,4.3076925
o68A_3bAJTge-ioGXHdxKA,a0v7Si0DK4cIko7AQY4YXg,3.7368422
GRQeDtlWc1LLbwMuxFESKw,FI-8LPGkc8D_hwx0l0zyyg,5.0
DPtOaWemjBPvFiZJBi0m8A,iw9p7E4bMe1YW-APcFGjgQ,4.035714
Xde3UEeqDU281Db-3NAxFA,QdXg79fKbFLEPePPnL02Fw,5.0
bN25cOkFDluT1NjMNkWqAQ,kJAmLFgiIjtjULunpr3NNg,3.625
8rYnOC6IU_A_f-o73aDt9g,Rj-7ymdw8aNZBRqGRAjR3Q,3.6
KmBPYlD00BupKSwWxOWA6w,SqxIx0KbTmCvUlOfkjamew,3.6
C_CqWSkpn2aOnUXtHx0-iw,oUX2bYbqjqST-urKbOHG6w,4.714286
YMgZqBUAddmFErxLtCfK_w,JuNt6TkuBrMqsljkenCOdw,3.7826087
tFTU5yWOCQLqJMs2YhAaFQ,l-D0uS-tgmhkFpHKBXvPQA,4.6
_bUf-9uN9ajvLs03VBxn6Q,_4Gpn_NIM94D9OFucgfaJQ,5.0
oUst55rUuv2nKEQ0FgJ5GQ,RztX0zV7ObHZD08SDUhI0Q,4.0
jilGEWFqRU_lnoweP0LS5g,p81LV6y6Jxz_q_3HL06jOw,4.0
UYcmGbelzRa0Q6JqzLoguw,IhNASEZ3XnBHmuuVnWdIwA,5.0
BuKN22G8IY_rIuLLZ1Z9Xw,gOOfBSBZlffCkQ7dr7cpdw,3.6
7C4B2Skmh4X9f8xJDo9O4w,UMqfeCItzQ2glr4d9apGlA,4.375
PeLGa5vUR8_mcsn-fn42Jg,wEc4JE2NYQr1RnGjGr4q7w,4.5555553
Yg08tRMxm0eaL-rXyNIAHw,pHA8wyVcrkhI4wQ3mt6NHw,3.857143
Z128ihQea7BLPh2T9q9sKA,-bd4BQcl1ekgo7avaFngIw,3.7058823
8OeTLey-p-WaL9ErNEci1Q,Hqs4YNST_ZHbshwyi4bnsQ,3.3636363
DK57YibC5ShBmqQl97CKog,ZkGDCVKSdf8m76cnnalL-A,3.8636363
80qYPp6Fk_jmO3334DKGGg,9fTDeI6mApFX52qYJ8z0mw,3.1666667
_7PfR6Tvh2xTbiVi1GELoQ,ID5wWJ9C7G0hfbQilvlfxA,3.6666667
co64BGDz5U4i-VOwhJgn5Q,QYIhMNwxXejDoCr-F1BxDg,3.1666667
k4M43lXJuQMpQW65DTqzIQ,WUq8HJHIZU4uteB154XN7w,3.75
SGobMWMf7xwbOYHL6WMXyw,iBihgoxc6Ot7m2D4D3z0QA,4.142857
WWOiE3X0hNC7x2R7Q-xK1g,or4UVDjXEEjze3wNPjoAZA,3.4
WPcEBAbrPZxvCGlvH9XLsQ,zcScEL0WEdFkROcnz5379g,4.0
Gfxb_D1k8tueAoGn4cseoA,bCh7vrbbxSKx0mtZnOvQoQ,4.2
bWJWcQyDKtFSvsTW2tR3hw,6kkxRV8H9SQLybj0xnEbMw,4.0
46aM0kni0GXjS0zx0-zTfA,iE71iwcSljg3xm2GB2Y9aA,4.3333335
bLbSNkLggFnqwNNzzq-Ijw,fQt9QVAZM9PM0wFDdROvWw,3.4565217
ZhqGf9IFlKQU5rCdswQ_0A,g6B5hVt6oZRVO2wR4f0sNw,4.8
eZeBuiVZWT7u3SktO7mv9w,A5lD3y2eREchEdMcvWPXBA,2.9
2HchhLgGj16aITZGVy0hqA,hihud--QRriCYZw1zZvW4g,4.1666665
Vqp0dpug9Db-kFHO3PkAaQ,wxL9wgxLeuMMfI6SAXIzJw,3.5
BlSbxxb1vyfFoLGjfHh5dg,7yIHC8KsR5OaE_7MgEBVhw,3.0
ELcQDlf69kb-ihJfxZyL0A,YQFcxE9UXrKc-QuTUu7twQ,3.1609194
0NMeLD8uzXZiniOu-ZpcJw,ElWzx5_fU8S2G45OnM-HpA,4.2
cafRiSVWRXlxDEK2YNrJ6g,iCQpiavjjPzJ5_3gPD5Ebg,3.6
B1829_hxXSEpDPEDJtYeIw,H8qlBw1YaxMsItfz25-AyA,3.8421052
z_tqPytGQF_tDw_buHKJcw,YSYDJTCt5kzY2kKnLNGRiA,3.75
YVQFzWm0H72mLUh-8gzd5w,StNAnvyhVISULAFmO_Ke1Q,3.0
74sdrfg2SFhH3kAslZjjrg,osu1j_Lg8R9brpuMMn3a3A,4.4
JZsDEj8EnFppjzoAFKm-mQ,sWqQQRiD3YBxNJlPrMSNIw,4.714286
gmYU_SLgpWgafgSejWdzTg,ZOmf-3NN4Z59b2Fw6VAM7g,3.5
lQGJcwX105k17081f6pulg,GI-CAiZ_Gg3h21PwrANB4Q,3.8888888
djP46l4v0TQTqhLa-ZB1xw,d10IxZPirVJlOSpdRZJczA,3.6
QtuzG4-zmGTdB0jSMC54tg,u-67zd1ImTv3EEr5kIdWrA,4.0
M3YpU8fRyTZAQIn08bDT4g,VeRHiEbUe_vHprYn8mnezA,4.8
5NDk-q5mv8PIDvz83HwMVg,yNPh5SO-7wr8HPpVCDPbXQ,3.2
Sv48jgljDP-CRfXmU8uSgA,Z5eukYH32_nFljOTC2DJ0g,4.571429
5jz-BicrPZGCp-Mi-oBRUw,PNTyiqS7R-0c1ofxOfDijQ,4.25
MMf0LhEk5tGa1LvN7zcDnA,RQTatUj2f9Nz9JViTH4aAQ,4.3
ftpqr9nOi1KwFtC6T_T3Eg,N5CL5HLS6lyltw-OjjBrOw,4.6
USG1wkzku03asNV8TQZetw,WOz66UuVsfc2K9GxzfDnGg,5.0
x4rQMKeYMnqKx-bpzQ4zPg,Ly2ShApiomYZwKehwb7eRA,3.75
yqa2qWN6acpmDuDL3U61UA,HGuHk935tyokX6kveEviJw,4.6666665
7weuSPSSqYLUFga6IYP4pg,8K3CRM4COa0SSBEvli0fJQ,3.9
4vj_0BQeXjCyNB7ESS5mGg,5CJL_2-XwCGBmOav4mFdYg,3.8333333
0Md3sO3sRR3GE4eQLtqZbw,S-egzF2c7bRpCUNbZqV8dg,3.6666667
dwmciE9bB4Naug5SvM8KZA,eBxQzBFLEPwRCxuiL50SQA,4.5
sa5zd7bwBQzajQB48Y9SUw,RRw9I8pHt5PzgYGT2QeODw,4.1578946
haSh72Q0MsQZUpWPeVgp0Q,hPclwunHi36YV8cPghWJBg,4.4
UYcmGbelzRa0Q6JqzLoguw,0Hcks5q-DgJbDlmEWolx4A,3.6153846
RBZ_kMjowV0t6_nv2UKaDQ,7mGZrCzGGjS95SdRtEaGcQ,4.4615383
rHgT6lBbZ2PaHt0UWfTMtw,fwuvm9wWcvFwpQXzcneaDQ,3.2222223
rn2DB_YX0BvToYe50RNr_Q,auTNigMttjBBTj1MNxOeFQ,3.625
ahwwAXJ_qwGmuRjTOHHMWg,qutQLFutEyHy440jpADnxA,3.7
AyjqBovADgbskmLrIBOMlQ,3fPIRTnBhd81MixgS9YoMQ,4.1538463
D3fOi-5w4intrUTWXzIQew,6PQve0oFCLPSh4wnIzvJtg,4.2
zH6racrZ7rUqqv_Qy6dZDQ,YzlgswAwmpkMQifS3-YQTw,3.6666667
L8P5OWO1Jh4B2HLa1Fnbng,gJd1jOcl5FdqY020Q19n6Q,3.296875
ADx3PGAOX_ZaYywIf6i-ZA,HTkY1GABYTivk-DKWyrlEw,3.25
TCPLaprJm4FFei2DkW6K6g,fOnpoMXToa5Qiyg95E6ENg,3.4
rYPjqZO89ABei1fsZBSUbA,5T0h9YCsXiDZyBsVIN9gcg,4.1666665
bnk8hI3N5tprKm_lMK4I-w,DOPUavsTUzTcpn3PrK5tUw,3.8333333
Kgmvv8Y7WJLNOvbIiKHCoA,uKKNw68mZZaa1jcyszEbyA,4.25
CkM9FtxelvahpE9StyON3A,wTjvgkUJMVWrYed9mXdQjg,3.8
zlFj4sJmPwzS1WdEB0FnFQ,6ZIHxvFTHC1pvAzAS0uLDA,4.4
2e5V6M4GNufEnbGJpVdCjw,ax4ztJvW28xgGvI0OPqGcQ,3.875
F47atsRPw-KHmRVk5exBFw,YJ8ljUhLsz6CtT_2ORNFmg,3.8333333
-RhRXVW9z9fs5zzxhFfnHg,PVTfzxu7of57zo1jZwEzkg,3.3333333
Kp5KHBSmV-Htc9NeSjJfPA,caUPXiOxvLGMsorJBtNlhg,3.75
oDyEexUT09e3XhxIp0-Wxg,IWKtGvVg4hqc9rWHjW8KoA,4.6
V6Cjj3SVmMqCrr6uJqvlPw,1nF8Me63cpxIkFK8Ysx-DA,3.1666667
DK57YibC5ShBmqQl97CKog,umrDQGRNied77aVg29_fVw,3.8636363
PeLGa5vUR8_mcsn-fn42Jg,rW5N-fiNhqb-fR3bGqyPdg,4.5555553
I-4KVZ9lqHhk8469X9FvhA,OKZkEXzJt0XIamHRRTX-8g,4.875
dXIO-WFQJ8pwQ5M2STewZA,sNVGdeOPeitJ3OWUQBINzQ,4.4
ED7dq2rT3IWXjSl58CR36w,JfHXzulF6yIKgA22YYPedw,5.0
61AymMi8D4RTQ2aa1w41ew,4JNXUYY8wbaaDmk3BPzlWw,3.8
QzXS25_FwIUrYTyDMZkUQA,OjApDLQUPV8c_yPCg8xZog,4.0
QJI9OSEn6ujRCtrX06vs1w,swX3Vj3dQsz1YlCRmwNQEQ,4.2045455
UmXzwFM2OkZHWJ5cJZlqkg,wUKzaS1MHg94RGM6z8u9mw,3.2
9sldtsoM9MFEyPEss0L9kA,or4UVDjXEEjze3wNPjoAZA,3.6666667
EiwxlbR8fb68lMgEXhcWKA,N8D-5-fW7EkBdKjNYGhu0A,4.4
1dWLN4Mr4hKhu8MQUCKqXQ,DVJkxZkLKS76Khb2y6XA6A,4.125
Ry1O_KXZHGRI8g5zBR3IcQ,eEnNw3_hBvxcFHyr23kAuA,4.2
Dl05etq6qzMf5NOskjb7Ag,CQk3WJtULz_xOkUM6o7wpQ,3.75
cQrnxjgVBhjAcOJttw48aw,GmdujALb1Nq2RHGr7jhCaA,4.4
H3wPBzQCKCKiHcV7GZK4kg,zpoZ6WyQUYff18-z4ZU1mA,4.6
_bUf-9uN9ajvLs03VBxn6Q,JdtJ3jmMukLXU-gDjVTEgg,5.0
3nIuSCZk5f_2WWYMLN7h3w,3BCsAgo_1i4xMuTyLKMLRQ,4.1904764
qgbRvkZ8tUiAtNAM34YBzg,s5TJlFtdXcx_tXC4tlttlw,3.6666667
khyig4aF00tZsTYw4F4GLg,Pob7ibbNT29--69nxXEP2g,4.0
JXHrhT72U6sZJQSkFfNzjw,y9ukbhhyYC2qrPSS9eWh5Q,3.4285715
n86B7IkbU20AkxlFX_5aew,XeDLyY2a7nZ3IEY4RYslXA,3.8589742
YqMpcRUA0OMw1WNLDGoj-A,TR0-w6VoZDAdvFQiq7P2Ug,3.1
fTt_rcnc-nNpjWaDrbvEow,XgsIf7s2zM-cC29WUD-NZQ,3.4
wtNopFY2ybprzk4FuEbWJQ,_YUcCnJXjUgkS9fSnNi0Ow,3.4
T9QzRoP0LZYU7yar41Q7ig,-6tvduBzjLI1ISfs3F_qTg,3.5454545
M9rRM6Eo5YbKLKMG5QiIPA,tj3YzWsjMbPU_ivDkyOE3w,3.5227273
fCExFIeu2BT35FSx2Yz2aA,XeDLyY2a7nZ3IEY4RYslXA,3.2
AuvaQaRHBowFaFtoEMqkVg,7Xw_vv-ekUL2sTqipnKT0g,4.0
7AKWPQLa4QxKOVE_FBRtUA,Gt4z3AylNTsEPDkzkaC7HA,2.75
5V8eXkTJb6IejJkMDaj_Bw,Gu8D1YoKErqVNNX00qkEaw,3.8
qewG3X2O4X6JKskxyyqFwQ,0p0PqX7Zsm_0lvXzEWpwWA,4.130435
UYcmGbelzRa0Q6JqzLoguw,SEjyjYlMfFFzkHaru6JadA,3.6153846
Dkb-TJFNSWl4PYR8wEcWcw,_3FxLxdg1unUQc3QqIgJuA,4.6
JaqcCU3nxReTW2cBLHounA,rbcfYmJtqwIkk17IeOI5Kw,5.0
i3bLA4sEdFk8j3Pq6tx8wQ,DVJkxZkLKS76Khb2y6XA6A,3.7777777
M-xJMhi-HphpWaD2992K3A,RESDUcs7fIiihp38-d6_6g,4.285714
b3DYIU3TFc4gy9H_50_hUA,EEGajOchS2BIZNvJcPK3uw,4.2
UyuWAvDcLp4zU1Wfc1PNXg,faPVqws-x-5k2CQKDNtHxw,4.2
zsJLk34mTDMyuVS_EaBLxw,HgdFqAvK31fB9sgBdOzo9g,4.111111
7HOTOydGS7wJYaJqNoDfeg,I6EDDi4-Eq_XlFghcDCUhw,3.0
_UczakmbJlCal7mCXuq7og,szhJLmdLDVFTevm8fu0T4A,4.0
qbq4zC9SrZuaQ4-J-wtRuw,-ipc5f0XiXwH3hbNnro54Q,3.5
g-HFMffU6L2nH4bwv04FIw,lOQPeguczAueJnLmDUTfGg,5.0
7weuSPSSqYLUFga6IYP4pg,UPIYuRaZvknINOd1w8kqRQ,3.9
kDGhswMrYIOaFJAViW_nCA,YNDxeeRUARbd8GRnscJSvg,3.75
tL2pS5UOmN6aAOi3Z-qFGg,xJzJpTYC_1k_EE0AWTOPXw,3.5
cMEtAiW60I5wE_vLfTxoJQ,5eK_pgro9_LxPYDoRVJnEA,4.1617646
siVtjO8xrSxbrK-zqXCGew,tWiFat101ID5w_wgAPMXhA,4.285714
zy4A7504SezncCAcotMv4g,0CElIQnJdQYF2bmsAiWczg,4.75
m35ODBrr76JYr20nxoMg_w,B56AYe5GNuavMDtwFsXqzA,2.625
gvyYZgFdBbcT3xGjWOvZag,0TBTV3q6QXCn9vNhy3Xi2w,3.8
cMEtAiW60I5wE_vLfTxoJQ,OETh78qcgDltvHULowwhJg,4.1617646
vxR_YV0atFxIxfOnF9uHjQ,UMqfeCItzQ2glr4d9apGlA,3.7777777
xDl9ZF3SckkZde_48W6WeA,bfVpHvjir2G2Z9wVeddw4w,3.6
WJKocp9RE0KatUwh3_DkGg,aqONNC5onqX6EqHHUO1CJA,4.6666665
cJh4F1zFNJb2wXCNT1uNWQ,SEjyjYlMfFFzkHaru6JadA,4.8
TVkU2gHhe05v_lgsE_NccA,zOL260xaXDYZZPBItzALxQ,3.6666667
YDAL4CBJcp3xrYgAGVGgaQ,-7EwIdxcRC5McO35DVfeSQ,4.0
7sNE58P4AvsX6QHE8ypCiA,3GEEy7RP6e4bT4LAiWFMFQ,4.8333335
uHZxYHgjxhXY7PS6g2rFsA,P7pxQFqr7yBKMMI2J51udw,3.875
JesJ-LaNfr3pKhL7gWhDrw,wpQsmMvdhefqIlxvRt_Jbg,3.909091
0IwZb1ePNpSVYcCdMtGoQw,d4P7boUqiA2pR59jOlzYLA,4.25
WaAOt_eG0_-yLpG3fI--3g,OVTY-NpcTA7iXbMQmusv3A,3.6666667
zgV0ZroIF956gw4cul8MHA,ubt9YKL8nT-1WMu2QLxuNg,4.4615383
fVILhIglx6RNOXQba5t4kQ,uuGL8diLlHfeUeFuod3F-w,3.5714285
bpgbVPJcG-wQ4cNBcPPIxw,J1qzIVBt3lGpiz-8UdjhXg,3.825
-d2daWmftYumOaYpbD5D8Q,cQK9M2JAwETQnnBoYyua5A,3.3333333
rt3PC7WCgCKsoufmQJELfw,DXlDzOcpdUE_F21tok0fgw,3.8421052
iH5YQPtx1qrNG4t2-DjI3Q,8mIrX_LrOnAqWsB5JrOojQ,4.3333335
fiGqQ7pIGKyZ9G0RqWLMpg,osu1j_Lg8R9brpuMMn3a3A,4.181818
uERlyO-ASZag6XXouCrkhg,9km51KaQujxsSgdaG9gYSw,4.4166665
FEwPxhjdVKxSPVQQAHX2gg,FAiZp6pLY5l9JITMQPASbg,2.5
DTl0SQ_9ApT_YhIcppwqgw,Qayz6avNEPNS6Q5UThYHCQ,3.75
0hZfE2He1YssM_wEvKhfcA,XQJr9_jZR1vOoZVcZfDDwQ,4.0
hZfzVrhsCQ9JDAb2jYoJNQ,P7pxQFqr7yBKMMI2J51udw,3.5576923
qr06IGEdVEIQmyv-NZe-og,sjJOsKnXxsQodXMr1i8fsg,2.6
FTZyZbr1eF7s3Ss7uSLcXQ,oj5k-I0YSbuc5tDInt2isQ,3.8
nzoDnGgqbUS0HLUFXz6C-w,90bL34o2KEes9pUnCOm7pQ,4.5
d_TBs6J3twMy9GChqUEXkg,0jAexNHRHhkQv4zNYqenBA,3.6060605
JbF91KC0BU2zkuxufDTsDw,YSYDJTCt5kzY2kKnLNGRiA,3.4
