user_id,business_id,stars
6jz_Yr6_AP2WWLbj9gGDpA,Jsfag1tWh3I408hDTcA7EQ,3.8290830561514344
PFENoZUD77aioJGrnllIKA,XXW_OFaYQkkGOGniujZFHg,3.2089759435026437
v6SrDjzqb3oS6CbHB0xjPw,2skQeu3C36VCiB653MIfrw,2.502298720069112
cMEtAiW60I5wE_vLfTxoJQ,SkO0Kd4_bO4VWTzCa_k8_g,3.2910486549740554
9PODl32fViCXhN4NxBdGPQ,hIUKufhwR6Ifn7bi0-phLA,4.936887586587464
iAevEfcmtCr2cpd6IRqnTA,5LNZ67Yw9RD6nf4_UhXOjw,4.202789424498672
kmE8w5Y785eZmodsx0V6Ag,JmI9nslLD7KZqRr__Bg6NQ,4.356277452500238
V6Cjj3SVmMqCrr6uJqvlPw,n7V4cD-KqqE3OXk0irJTyA,2.28133057618986
loG8W6cOsNFollQeGYO-Ew,TtbCOwOpNNzE7fW5CFwyng,4.13687494331509
ELcQDlf69kb-ihJfxZyL0A,_n3w5BK4-k7iXCWifCjUZg,3.5061847522536973
m1X96vPIYRja96l0O0G-3Q,uKKNw68mZZaa1jcyszEbyA,4.408526168361235
SCo1UBoeN3bhRMkSYuiX1A,xR1gLCH5resvtq1eV1nebg,3.8004111657733164
9pNcdrQLWWrX0vEGGJlEbg,vUnmi0uI8p35RxYAEH4Nlw,3.5469050466928387
5RhE6tDc2xH6ySYGiSjiGQ,QCCVxVRt1amqv0AaEWSKkg,2.5855433922789044
B1829_hxXSEpDPEDJtYeIw,C6C_dc78Zhzei9wrZs-tdQ,2.362653777849278
CUMaqXDakJeMTkUjpI8FxA,KQfNXddjM-sinrmWrFiSyQ,2.9984130797273654
BQkC6RneYfvfG6wRe0hsvQ,LNGBEEelQx4zbfWnlc66cw,3.019410754503771
UvY0E6Wuhv_0Bita52RPOw,XE6kf2bviFBdGmVI_SJpmA,2.0577359756577582
0nOIH8qIMnmZdLCTemnRsw,A-uZAD4zP3rRxb44WUGV5w,4.06133632324071
d_TBs6J3twMy9GChqUEXkg,poYsvuOmVDqF4dTnjJ780A,2.7556649126395434
7L8utEpYiVj3pNNjZkQaLQ,Gt4z3AylNTsEPDkzkaC7HA,2.389107968342377
82kxXl_1K8M3cU66dhB8lw,GMrwDXRlAZU2zj5nH6l4vQ,3.6486469983949252
yEmeRQb4WH6NN0IAaTX_lw,lOQPeguczAueJnLmDUTfGg,3.626467386301456
2EuPAGalYnP7eSxPgFCNDg,E_7RIDFNQfxREnI_E5h0uA,4.050191948140202
wXZS42D0L8hoCiSh2Krc_A,iqntlaqSCB4hkzTzlPlEmQ,3.1223901402647476
82GOQIPlSzLvRphl9MzRhw,JPWg9acsCv_om9UFYGMJbA,3.5583007288286947
klN7Yw_aVUBscqhlkpKkRA,qVO3l9Q0-KVQE7W9JL9ePw,3.956224201296599
Ksp1e9Dw0Jcog_ZBD3-45g,sKA6EOpxvBtCg7Ipuhl1RQ,3.5635398821076727
C2C0GPKvzWWnP57Os9eQ0w,7wHLFohwCw8l6WS-feLjeg,4.612793698396669
3uPAF2-YwiTUN5NvVH6pIQ,VrIskBdLuRxS0HsSimJOhA,2.974295820720335
L8P5OWO1Jh4B2HLa1Fnbng,DZwR0EIPKlmC3mMLhTkqcQ,3.312882978825068
f1-ADSATZKZRdKznOcIpOQ,RADloW1UROUn4FJFU4JJNg,1.6529535597408298
LBnjYRrpTKgtGkW0ea7Ecg,Cly7wJhbXIDID_quND01_w,3.51972766854493
qewG3X2O4X6JKskxyyqFwQ,_nL5u09k7J7XAww1_UJ-tw,2.9423416803420785
whINg-cC-FiAv_ATDGMDTg,t-o_Sraneime4DDhWrQRBA,3.1190706210675025
co64BGDz5U4i-VOwhJgn5Q,o7AiTlyWUrBSzdz6oMHj5w,1.9943857891179675
x-8ZMKKNycT3782Kqf9loA,eaNenRk_liZBERFFLCXqqQ,3.4388871797160445
0mvmUHuGQL2kRRkX14CkTw,Ns20WGWn6s6niKAGIQB4UQ,3.9899207635459955
ZUnmsVs1Vdp9_UtG41u7mw,HGhXbgeMEcg1cIZwxyNDeg,4.525250716626441
N044aCKJv3G5WuvwT5AJcA,jgtWfJCJZty_Nctqpdtp3g,3.1432959588945506
18qEoFOVEernpVLh97PQPQ,G8k2E3oYHHl2o4lNJQwR-g,3.2977380372320972
-rr8yexI0JRT_pqyNgu6jg,1d6c6Q2j2jwVzBfX_dLHlg,2.768915170989603
JmhVFueYvJe0CsUddwuajw,Noi53T0PWNEN9mQRS3-Ncg,2.9964041921716995
A0j21z2Q1HGic7jW6e9h7A,-rhH9sL3XGFpoJXcxUpEWA,4.286680215482158
bu3qhZXlxkWir0EzC2txBQ,IMLrj2klosTFvPRLv56cng,3.50326359448043
H3wPBzQCKCKiHcV7GZK4kg,3T0Erqk1MKtN58764yZMfw,2.4713402033044134
ahwwAXJ_qwGmuRjTOHHMWg,u73j2VQ3TGWdMO-AG7MABw,3.087144492184267
tH0uKD-vNwMoEc3Xk3Cbdg,1yWINuTOUBQj8ELqRNDOWA,4.065727986350819
8OeTLey-p-WaL9ErNEci1Q,5LNZ67Yw9RD6nf4_UhXOjw,3.4523949957556117
HEvyblFw4I-UsMqgPGYY_Q,hPclwunHi36YV8cPghWJBg,3.6372250194236058
gScmsSCqBeFPp6q9yG5nmw,2GmGT-7QjowR1ihup3FbVA,3.8413951531189947
lyfYBqtDGJJ1c98pfLUcLQ,jlYeXBYzQKhomXZmT0aA1g,1.7746289256475496
tEy1MNP7tHJlZgP7xqF4yA,5xdKUuu4DbJ71KGbwRXfFg,3.1853555228279222
ERcsc0YO5CCUbkC8EV2INg,3BCsAgo_1i4xMuTyLKMLRQ,3.846115526425793
L8P5OWO1Jh4B2HLa1Fnbng,j8pUAS0qdEcPsjkqEDNbhw,3.9501984420253975
aq7PsU-EerT2gSPsBc_FCw,MQI1rSTE2LGrrsPPgenCrA,4.416072130045994
nXMMoDzXRByQiWH9cf-FAQ,wghDrzcZ0VloAtaIZ7GEBg,4.400986852236906
yT_QCcnq-QGipWWuzIpvtw,4m_hApwQ054v3ue_OxFmGw,2.5748312376015003
4AjocDGdZNPyhBLQpxpa_Q,Yp1swb-8pO8i-6-jaK2tsA,3.801229483298021
vnWKs2dgqDuR_yNI5qJG5g,iJi7yebXoPVXRyGqqL-v8g,2.7751263706803644
uERlyO-ASZag6XXouCrkhg,5shgJB7a-2_gdnzc0gsOtg,4.403860230085425
s1ycNwrpYQb2AYHJhhLNBA,E62l6LwZJ7lKaExcUbrtYw,3.0482691123209995
TS4RfxKny-c8QYcnMpfkiQ,966W5oXOBW0ZWhNYy0yjcA,4.067066435920014
sGIGOFKg_yTd76cDPs6pjA,NjDC1Evc2Wa6ykj8xVpoUw,2.9446981959374026
wai1J7wtI5Wp0DUwy3QG2w,Vbal-AZnu2w6NttIKfdjDg,2.8525263875471802
wnO99pBbGqwqOoTQM25iCw,eEnNw3_hBvxcFHyr23kAuA,2.760572534327886
WfZFj0OH9tuOdxEfSaM1vA,XQJr9_jZR1vOoZVcZfDDwQ,3.574308289432283
qLq9eedYCLaXjcy2XfZQcQ,BYDs_o6U4CLxJec8k1Q90Q,4.115963485477568
OJA-15Qvh9OqSRqwrdGNeQ,n7V4cD-KqqE3OXk0irJTyA,2.6741463692668614
kjeX2RXvW7RhBbD2QLd5jA,vz8HFGsITt6aj-nyXkAEFg,2.958374950375724
xLoEhU6zvFzcc0erH7gfyg,r8Jr-7YfkhJL2nxk9lxUNg,2.946531539385734
cg_GpiWsO0xKbk1864eKaA,Ec9CBmL3285XkeHaNp-bSQ,4.493937212265383
ju5QIg3E6QbcZhtG-gF6Qw,IVnGPHdTyu_GbLo9mXj98w,3.8762914332412075
JbF91KC0BU2zkuxufDTsDw,OtGSQQzV7uF8XPAsNIh7Bw,3.237692837087856
-267Yx8RmdP6io2-qI4UcQ,UPIYuRaZvknINOd1w8kqRQ,4.202201405688438
9PODl32fViCXhN4NxBdGPQ,DYAorbxOyubUB_wtQRCdug,3.460169641993615
2e5V6M4GNufEnbGJpVdCjw,wxL9wgxLeuMMfI6SAXIzJw,4.575209423942496
N6ZTMIue-2b30CJv2tyPGg,u6xb2aUAvX6i1WhsQWqgWg,3.103408829551516
DeVGAiOf2mHVUDfxvuhVlQ,u-67zd1ImTv3EEr5kIdWrA,3.91292699735324
o68A_3bAJTge-ioGXHdxKA,a0v7Si0DK4cIko7AQY4YXg,3.3987139435975195
GRQeDtlWc1LLbwMuxFESKw,FI-8LPGkc8D_hwx0l0zyyg,3.825404696887461
DPtOaWemjBPvFiZJBi0m8A,iw9p7E4bMe1YW-APcFGjgQ,4.29242749790711
Xde3UEeqDU281Db-3NAxFA,QdXg79fKbFLEPePPnL02Fw,3.6748561590619775
bN25cOkFDluT1NjMNkWqAQ,kJAmLFgiIjtjULunpr3NNg,3.4108221153501344
8rYnOC6IU_A_f-o73aDt9g,Rj-7ymdw8aNZBRqGRAjR3Q,3.1444805425395117
KmBPYlD00BupKSwWxOWA6w,SqxIx0KbTmCvUlOfkjamew,2.3008089585117415
C_CqWSkpn2aOnUXtHx0-iw,oUX2bYbqjqST-urKbOHG6w,4.133569434389125
YMgZqBUAddmFErxLtCfK_w,JuNt6TkuBrMqsljkenCOdw,2.812137260014526
tFTU5yWOCQLqJMs2YhAaFQ,l-D0uS-tgmhkFpHKBXvPQA,4.020502329027007
_bUf-9uN9ajvLs03VBxn6Q,_4Gpn_NIM94D9OFucgfaJQ,2.3296119317789823
oUst55rUuv2nKEQ0FgJ5GQ,RztX0zV7ObHZD08SDUhI0Q,3.355612555022861
jilGEWFqRU_lnoweP0LS5g,p81LV6y6Jxz_q_3HL06jOw,2.532533764841787
UYcmGbelzRa0Q6JqzLoguw,IhNASEZ3XnBHmuuVnWdIwA,4.974032554294125
BuKN22G8IY_rIuLLZ1Z9Xw,gOOfBSBZlffCkQ7dr7cpdw,3.218218969206796
7C4B2Skmh4X9f8xJDo9O4w,UMqfeCItzQ2glr4d9apGlA,5.305264011442784
PeLGa5vUR8_mcsn-fn42Jg,wEc4JE2NYQr1RnGjGr4q7w,3.644628395368645
Yg08tRMxm0eaL-rXyNIAHw,pHA8wyVcrkhI4wQ3mt6NHw,3.496082595991116
Z128ihQea7BLPh2T9q9sKA,-bd4BQcl1ekgo7avaFngIw,4.264755897820797
8OeTLey-p-WaL9ErNEci1Q,Hqs4YNST_ZHbshwyi4bnsQ,2.9368477595507896
DK57YibC5ShBmqQl97CKog,ZkGDCVKSdf8m76cnnalL-A,4.246114714620258
80qYPp6Fk_jmO3334DKGGg,9fTDeI6mApFX52qYJ8z0mw,3.5952985614821302
_7PfR6Tvh2xTbiVi1GELoQ,ID5wWJ9C7G0hfbQilvlfxA,3.2807274265193103
co64BGDz5U4i-VOwhJgn5Q,QYIhMNwxXejDoCr-F1BxDg,2.3278986989613637
k4M43lXJuQMpQW65DTqzIQ,WUq8HJHIZU4uteB154XN7w,3.005803057135983
SGobMWMf7xwbOYHL6WMXyw,iBihgoxc6Ot7m2D4D3z0QA,2.683614903058913
WWOiE3X0hNC7x2R7Q-xK1g,or4UVDjXEEjze3wNPjoAZA,3.75197886925688
WPcEBAbrPZxvCGlvH9XLsQ,zcScEL0WEdFkROcnz5379g,3.814017964481941
Gfxb_D1k8tueAoGn4cseoA,bCh7vrbbxSKx0mtZnOvQoQ,3.749543628235851
bWJWcQyDKtFSvsTW2tR3hw,6kkxRV8H9SQLybj0xnEbMw,3.65739160185414
46aM0kni0GXjS0zx0-zTfA,iE71iwcSljg3xm2GB2Y9aA,4.076921477953747
bLbSNkLggFnqwNNzzq-Ijw,fQt9QVAZM9PM0wFDdROvWw,3.0848600721936683
ZhqGf9IFlKQU5rCdswQ_0A,g6B5hVt6oZRVO2wR4f0sNw,3.893888307115953
eZeBuiVZWT7u3SktO7mv9w,A5lD3y2eREchEdMcvWPXBA,3.1295167475893173
2HchhLgGj16aITZGVy0hqA,hihud--QRriCYZw1zZvW4g,4.034495842067736
Vqp0dpug9Db-kFHO3PkAaQ,wxL9wgxLeuMMfI6SAXIzJw,4.193953242693108
BlSbxxb1vyfFoLGjfHh5dg,7yIHC8KsR5OaE_7MgEBVhw,3.3456328243366116
ELcQDlf69kb-ihJfxZyL0A,YQFcxE9UXrKc-QuTUu7twQ,3.53168027144299
0NMeLD8uzXZiniOu-ZpcJw,ElWzx5_fU8S2G45OnM-HpA,3.832996973862337
cafRiSVWRXlxDEK2YNrJ6g,iCQpiavjjPzJ5_3gPD5Ebg,3.7299020130355705
B1829_hxXSEpDPEDJtYeIw,H8qlBw1YaxMsItfz25-AyA,4.332163487498752
z_tqPytGQF_tDw_buHKJcw,YSYDJTCt5kzY2kKnLNGRiA,3.2272841594187733
YVQFzWm0H72mLUh-8gzd5w,StNAnvyhVISULAFmO_Ke1Q,2.628189956197978
74sdrfg2SFhH3kAslZjjrg,osu1j_Lg8R9brpuMMn3a3A,4.066151693392668
JZsDEj8EnFppjzoAFKm-mQ,sWqQQRiD3YBxNJlPrMSNIw,3.8448959286003954
gmYU_SLgpWgafgSejWdzTg,ZOmf-3NN4Z59b2Fw6VAM7g,2.336618894977963
lQGJcwX105k17081f6pulg,GI-CAiZ_Gg3h21PwrANB4Q,4.126257077565326
djP46l4v0TQTqhLa-ZB1xw,d10IxZPirVJlOSpdRZJczA,2.837915965825132
QtuzG4-zmGTdB0jSMC54tg,u-67zd1ImTv3EEr5kIdWrA,2.9988655857279256
M3YpU8fRyTZAQIn08bDT4g,VeRHiEbUe_vHprYn8mnezA,4.051681246415377
5NDk-q5mv8PIDvz83HwMVg,yNPh5SO-7wr8HPpVCDPbXQ,2.7943691494723724
Sv48jgljDP-CRfXmU8uSgA,Z5eukYH32_nFljOTC2DJ0g,4.955205405269726
5jz-BicrPZGCp-Mi-oBRUw,PNTyiqS7R-0c1ofxOfDijQ,4.164688929630544
MMf0LhEk5tGa1LvN7zcDnA,RQTatUj2f9Nz9JViTH4aAQ,3.475308903175097
ftpqr9nOi1KwFtC6T_T3Eg,N5CL5HLS6lyltw-OjjBrOw,2.987674495464279
USG1wkzku03asNV8TQZetw,WOz66UuVsfc2K9GxzfDnGg,2.726085472795569
x4rQMKeYMnqKx-bpzQ4zPg,Ly2ShApiomYZwKehwb7eRA,3.3528062756150643
yqa2qWN6acpmDuDL3U61UA,HGuHk935tyokX6kveEviJw,3.7343772691056136
7weuSPSSqYLUFga6IYP4pg,8K3CRM4COa0SSBEvli0fJQ,2.4118605755594595
4vj_0BQeXjCyNB7ESS5mGg,5CJL_2-XwCGBmOav4mFdYg,2.857948991972946
0Md3sO3sRR3GE4eQLtqZbw,S-egzF2c7bRpCUNbZqV8dg,3.651669817418653
dwmciE9bB4Naug5SvM8KZA,eBxQzBFLEPwRCxuiL50SQA,3.478179108536379
sa5zd7bwBQzajQB48Y9SUw,RRw9I8pHt5PzgYGT2QeODw,3.821552851309461
haSh72Q0MsQZUpWPeVgp0Q,hPclwunHi36YV8cPghWJBg,3.8152633120309636
UYcmGbelzRa0Q6JqzLoguw,0Hcks5q-DgJbDlmEWolx4A,3.350612113130479
RBZ_kMjowV0t6_nv2UKaDQ,7mGZrCzGGjS95SdRtEaGcQ,5.561684895344331
rHgT6lBbZ2PaHt0UWfTMtw,fwuvm9wWcvFwpQXzcneaDQ,3.2539646830650355
rn2DB_YX0BvToYe50RNr_Q,auTNigMttjBBTj1MNxOeFQ,3.990846129874213
ahwwAXJ_qwGmuRjTOHHMWg,qutQLFutEyHy440jpADnxA,3.0796404622510516
AyjqBovADgbskmLrIBOMlQ,3fPIRTnBhd81MixgS9YoMQ,3.783674130571591
D3fOi-5w4intrUTWXzIQew,6PQve0oFCLPSh4wnIzvJtg,4.638197415816703
zH6racrZ7rUqqv_Qy6dZDQ,YzlgswAwmpkMQifS3-YQTw,4.4255399702588045
L8P5OWO1Jh4B2HLa1Fnbng,gJd1jOcl5FdqY020Q19n6Q,3.528173126526535
ADx3PGAOX_ZaYywIf6i-ZA,HTkY1GABYTivk-DKWyrlEw,2.227221347774535
TCPLaprJm4FFei2DkW6K6g,fOnpoMXToa5Qiyg95E6ENg,2.6610084971812102
rYPjqZO89ABei1fsZBSUbA,5T0h9YCsXiDZyBsVIN9gcg,1.801884571194709
bnk8hI3N5tprKm_lMK4I-w,DOPUavsTUzTcpn3PrK5tUw,3.989759220895352
Kgmvv8Y7WJLNOvbIiKHCoA,uKKNw68mZZaa1jcyszEbyA,4.810773364636084
CkM9FtxelvahpE9StyON3A,wTjvgkUJMVWrYed9mXdQjg,4.175009440663093
zlFj4sJmPwzS1WdEB0FnFQ,6ZIHxvFTHC1pvAzAS0uLDA,3.5996077257565484
2e5V6M4GNufEnbGJpVdCjw,ax4ztJvW28xgGvI0OPqGcQ,2.7300599156942806
F47atsRPw-KHmRVk5exBFw,YJ8ljUhLsz6CtT_2ORNFmg,2.9502545052978184
-RhRXVW9z9fs5zzxhFfnHg,PVTfzxu7of57zo1jZwEzkg,3.627117053281492
Kp5KHBSmV-Htc9NeSjJfPA,caUPXiOxvLGMsorJBtNlhg,4.0956525392471965
oDyEexUT09e3XhxIp0-Wxg,IWKtGvVg4hqc9rWHjW8KoA,3.6458076806342614
V6Cjj3SVmMqCrr6uJqvlPw,1nF8Me63cpxIkFK8Ysx-DA,1.8082190685311035
DK57YibC5ShBmqQl97CKog,umrDQGRNied77aVg29_fVw,4.005274884938138
PeLGa5vUR8_mcsn-fn42Jg,rW5N-fiNhqb-fR3bGqyPdg,4.1862155456681425
I-4KVZ9lqHhk8469X9FvhA,OKZkEXzJt0XIamHRRTX-8g,3.344088534908619
dXIO-WFQJ8pwQ5M2STewZA,sNVGdeOPeitJ3OWUQBINzQ,4.35742300278097
ED7dq2rT3IWXjSl58CR36w,JfHXzulF6yIKgA22YYPedw,4.911789681597052
61AymMi8D4RTQ2aa1w41ew,4JNXUYY8wbaaDmk3BPzlWw,3.760226197437568
QzXS25_FwIUrYTyDMZkUQA,OjApDLQUPV8c_yPCg8xZog,3.017082779417885
QJI9OSEn6ujRCtrX06vs1w,swX3Vj3dQsz1YlCRmwNQEQ,3.734244363005877
UmXzwFM2OkZHWJ5cJZlqkg,wUKzaS1MHg94RGM6z8u9mw,3.430524034907478
9sldtsoM9MFEyPEss0L9kA,or4UVDjXEEjze3wNPjoAZA,4.5883435091000635
EiwxlbR8fb68lMgEXhcWKA,N8D-5-fW7EkBdKjNYGhu0A,3.4433046706404236
1dWLN4Mr4hKhu8MQUCKqXQ,DVJkxZkLKS76Khb2y6XA6A,2.941691250169955
Ry1O_KXZHGRI8g5zBR3IcQ,eEnNw3_hBvxcFHyr23kAuA,4.1093561504934
Dl05etq6qzMf5NOskjb7Ag,CQk3WJtULz_xOkUM6o7wpQ,3.037440507273642
cQrnxjgVBhjAcOJttw48aw,GmdujALb1Nq2RHGr7jhCaA,3.985773031311412
H3wPBzQCKCKiHcV7GZK4kg,zpoZ6WyQUYff18-z4ZU1mA,4.327693791557971
_bUf-9uN9ajvLs03VBxn6Q,JdtJ3jmMukLXU-gDjVTEgg,3.7758917441022475
3nIuSCZk5f_2WWYMLN7h3w,3BCsAgo_1i4xMuTyLKMLRQ,4.8679127361493535
qgbRvkZ8tUiAtNAM34YBzg,s5TJlFtdXcx_tXC4tlttlw,3.078980852839605
khyig4aF00tZsTYw4F4GLg,Pob7ibbNT29--69nxXEP2g,3.125176694512287
JXHrhT72U6sZJQSkFfNzjw,y9ukbhhyYC2qrPSS9eWh5Q,3.5705427835202115
n86B7IkbU20AkxlFX_5aew,XeDLyY2a7nZ3IEY4RYslXA,3.639267254219491
YqMpcRUA0OMw1WNLDGoj-A,TR0-w6VoZDAdvFQiq7P2Ug,2.048148670666214
fTt_rcnc-nNpjWaDrbvEow,XgsIf7s2zM-cC29WUD-NZQ,3.0240088371937093
wtNopFY2ybprzk4FuEbWJQ,_YUcCnJXjUgkS9fSnNi0Ow,1.424414791273357
T9QzRoP0LZYU7yar41Q7ig,-6tvduBzjLI1ISfs3F_qTg,3.234470671480538
M9rRM6Eo5YbKLKMG5QiIPA,tj3YzWsjMbPU_ivDkyOE3w,2.8164284098166674
fCExFIeu2BT35FSx2Yz2aA,XeDLyY2a7nZ3IEY4RYslXA,2.801150594870207
AuvaQaRHBowFaFtoEMqkVg,7Xw_vv-ekUL2sTqipnKT0g,2.433522465258768
7AKWPQLa4QxKOVE_FBRtUA,Gt4z3AylNTsEPDkzkaC7HA,1.5183932326359564
5V8eXkTJb6IejJkMDaj_Bw,Gu8D1YoKErqVNNX00qkEaw,3.337938608806255
qewG3X2O4X6JKskxyyqFwQ,0p0PqX7Zsm_0lvXzEWpwWA,5.232569679429433
UYcmGbelzRa0Q6JqzLoguw,SEjyjYlMfFFzkHaru6JadA,2.9735736593747486
Dkb-TJFNSWl4PYR8wEcWcw,_3FxLxdg1unUQc3QqIgJuA,3.9562114126012364
JaqcCU3nxReTW2cBLHounA,rbcfYmJtqwIkk17IeOI5Kw,3.519093711233742
i3bLA4sEdFk8j3Pq6tx8wQ,DVJkxZkLKS76Khb2y6XA6A,2.4175149783969503
M-xJMhi-HphpWaD2992K3A,RESDUcs7fIiihp38-d6_6g,4.795207501665176
b3DYIU3TFc4gy9H_50_hUA,EEGajOchS2BIZNvJcPK3uw,5.283674570396754
UyuWAvDcLp4zU1Wfc1PNXg,faPVqws-x-5k2CQKDNtHxw,3.765816883497654
zsJLk34mTDMyuVS_EaBLxw,HgdFqAvK31fB9sgBdOzo9g,4.7501394817812965
7HOTOydGS7wJYaJqNoDfeg,I6EDDi4-Eq_XlFghcDCUhw,3.713734911442485
_UczakmbJlCal7mCXuq7og,szhJLmdLDVFTevm8fu0T4A,3.209613181216269
qbq4zC9SrZuaQ4-J-wtRuw,-ipc5f0XiXwH3hbNnro54Q,3.2397687583200407
g-HFMffU6L2nH4bwv04FIw,lOQPeguczAueJnLmDUTfGg,3.5434575198060543
7weuSPSSqYLUFga6IYP4pg,UPIYuRaZvknINOd1w8kqRQ,4.050128411150438
kDGhswMrYIOaFJAViW_nCA,YNDxeeRUARbd8GRnscJSvg,3.294907461959251
tL2pS5UOmN6aAOi3Z-qFGg,xJzJpTYC_1k_EE0AWTOPXw,3.46406755783295
cMEtAiW60I5wE_vLfTxoJQ,5eK_pgro9_LxPYDoRVJnEA,4.283465520073205
siVtjO8xrSxbrK-zqXCGew,tWiFat101ID5w_wgAPMXhA,3.4804873099196274
zy4A7504SezncCAcotMv4g,0CElIQnJdQYF2bmsAiWczg,3.4886725199303523
m35ODBrr76JYr20nxoMg_w,B56AYe5GNuavMDtwFsXqzA,2.169227127868053
gvyYZgFdBbcT3xGjWOvZag,0TBTV3q6QXCn9vNhy3Xi2w,2.9944504006111043
cMEtAiW60I5wE_vLfTxoJQ,OETh78qcgDltvHULowwhJg,4.988124398243669
vxR_YV0atFxIxfOnF9uHjQ,UMqfeCItzQ2glr4d9apGlA,4.650513018735895
xDl9ZF3SckkZde_48W6WeA,bfVpHvjir2G2Z9wVeddw4w,2.463306776498639
WJKocp9RE0KatUwh3_DkGg,aqONNC5onqX6EqHHUO1CJA,2.985171274395065
cJh4F1zFNJb2wXCNT1uNWQ,SEjyjYlMfFFzkHaru6JadA,3.663588724744817
TVkU2gHhe05v_lgsE_NccA,zOL260xaXDYZZPBItzALxQ,3.4052965212890984
YDAL4CBJcp3xrYgAGVGgaQ,-7EwIdxcRC5McO35DVfeSQ,3.275225078838038
7sNE58P4AvsX6QHE8ypCiA,3GEEy7RP6e4bT4LAiWFMFQ,4.596069659275823
uHZxYHgjxhXY7PS6g2rFsA,P7pxQFqr7yBKMMI2J51udw,3.826390378761804
